,state,year,DEMOCRAT,LIBERTARIAN,OTHER,REPUBLICAN,winner
0,ALABAMA,2004,36.84440232237717,,0.6949079199220565,62.46068975770077,REPUBLICAN
1,ALABAMA,2008,38.74043429457492,,0.9426526762544771,60.31691302917061,REPUBLICAN
2,ALABAMA,2012,38.35903309875247,,1.0951445714247148,60.54582232982282,REPUBLICAN
3,ALABAMA,2016,34.35794575797364,2.0941690857748902,1.464792791842409,62.08309236440906,REPUBLICAN
4,ALASKA,2004,35.51686191210436,0.5358319630963729,2.8819762122598354,61.065329912539426,REPUBLICAN
5,ALASKA,2008,37.88937359938932,0.48712894355251585,2.198977918251854,59.42451953880631,REPUBLICAN
6,ALASKA,2012,40.81265911246443,2.459941097189637,1.9258223930514649,54.801577397294466,REPUBLICAN
7,ALASKA,2016,36.550871290111985,5.877128006829709,6.290488625521016,51.281512077537286,REPUBLICAN
8,ARIZONA,2004,44.396832928795554,0.5890931314702236,0.14463985372046398,54.869434086013754,REPUBLICAN
9,ARIZONA,2008,45.11525087476428,0.5474225792738094,0.7020787233346777,53.63524782262724,REPUBLICAN
10,ARIZONA,2012,44.58976694179938,1.3961049975339828,0.3595948946919305,53.654533165974705,REPUBLICAN
11,ARIZONA,2016,45.127654075817134,4.132148540804806,2.0685809110570057,48.67161647232105,REPUBLICAN
12,ARKANSAS,2004,44.547630445189085,0.22295001161197975,0.9234604647635659,54.30595907843537,REPUBLICAN
13,ARKANSAS,2008,38.86465976512423,0.4395292913694521,1.9799064435767157,58.71590449992959,REPUBLICAN
14,ARKANSAS,2012,36.87899030172011,1.521878167462701,1.032195446708083,60.566936084109116,REPUBLICAN
15,ARKANSAS,2016,33.65312412936093,2.638251955759374,3.1345217510514,60.57410216382829,REPUBLICAN
16,CALIFORNIA,2004,54.305557534674364,0.4038609964631067,0.9328854916207598,44.357695977241775,DEMOCRAT
17,CALIFORNIA,2008,61.01263834713425,0.4983225064334644,1.534180313967807,36.954858832464474,DEMOCRAT
